Name,Acronym,Billing Street,Billing City,Billing Zip Code,Shipping Street,Shipping City,Shipping Zip Code,BEDS,ORISS Institution ID,NIPSIS,DOE Name
Sheri Torah Goldberger ,,3 Yd Goldberger Dr,Monroe,10950,3 Yd Goldberger Dr,Monroe,10950,441201226402,800000090385,,
Sheri Torah Larkin ,,5 Buchanan Ct-ste 111,Monroe,10950,23-25 Larkin Dr,Monroe,10950,441201229930,800000056207,,
Sheri Torah Lizensk ,,P.O. Box 2027,Monroe,10949,12 Lizenski Blvd,Monroe,10950,441201226531,800000092088,,
Shevach High School ,,75-09 Main St,Queens,11367,75-09 Main St,Queens,,342500208524,800000043146,25724,SHEVACH HIGH SCHOOL
Shulamith High School for Girls ,,155 Franklin Place,Woodmere,11598,158 Irving Pl,Woodmere,,280214226687,800000093028,,SHULAMITH HIGH SCHOOL FOR GIRLS
Shulamith School for Girls ,,305 Cedarhurst Ave,Cedarhurst,11516,305 Cedarhurst Avenue,Cedarhurst,11516,280215226230,800000087723,,SHULAMITH SCHOOL FOR GIRLS
Silverstein Hebrew Academy ,,117 Cuttermill Rd,Great Neck,11021,117 Cuttermill Rd,Great Neck,,280407229998,800000057616,,SILVERSTEIN HEBREW ACADEMY
Silverstein Hebrew Academy Middle ,,117 Cuttermill Rd,Great Neck,11021,150 Hicks Lane,Great Neck,11024,280407226516,800000091929,,
Sinai Academy ,,2025 79th St,Brooklyn,11214,2025 79th Street,Brooklyn,11214,332000229112,800000044256,21858,SINAI ACADEMIC CENTER
SINAI School at SAR ,,655 W 254th St,Bronx,10471,655 W 254th St,Bronx,,321000226395,800000090318,,SINAI - SPECIAL NEEDS INSTITUTE
Special Torah Education Program ,STEP,2555 Nostrand Ave,Brooklyn,11210,2555 Nostrand Ave,Brooklyn,,332200229642,800000044218,22795,STEP -SPEC.TORAH EDU. PROGRAM
Staten Island Hebrew Academy ,,3495 Richmond Rd,Staten Island,10306,3495 Richmond Rd,Staten Island,,353100226208,800000085970,31033,STATEN ISLAND HEBREW ACADEMY
Stein Yeshiva of Lincoln Park ,,287 Central Park Ave,Yonkers,10704,287 Central Park Ave,Yonkers,,662300229082,800000034631,75779,Stein Yeshiva of Lincoln Park
Stella K. Abraham High School for Girls ,SKA,291 Meadowview Ave,Hewlett,11557,291 Meadow View Ave,Hewlett,,280214229421,800000055797,75575,Stella K Abraham
Syracuse Hebrew Day School ,,5655 Thompson Rd,Dewitt,13214,5655 Thompson Rd,Dewitt,,420411226658,800000041063,,SYRACUSE HEBREW DAY SCHOOL
Talmidei Mesivta Tiferes Shmiel Aleksander ,,1535 63rd St,Brooklyn,11219,1637 62nd St,Brooklyn,,332000226218,800000085103,,CONGREGATION TALMIDEI MESIVTA TIFERES SHMIEL ALEKSANDER
Talmud Torah & Yeshiva Imrei Chaim Viznitz ,,1824 53rd St,Brooklyn,11204,1824 53rd St,Brooklyn,,332100228850,800000044019,21644,TALMUD TORAH IMREI CHAIM VIZ
Talmud Torah Bais Yechiel School ,,Pinesbridge Rd,Mount Kisco,10549,15 S Nitra Rd,Mount Kisco,,662402226291,800000089602,,TALMUD TORAH BETH YECHIEL
Talmud Torah Bobov ,,P.O. Box 870,Monsey,10977,49 S Main St,Spring Valley,,500402225047,800000058275,,TALMUD TORAH BOBOV MONSEY
Talmud Torah Bobov-girls ,,265 Route 306,Monsey,10952,265 Route 306,Monsey,10952,500402226400,800000060556,,
Talmud Torah D'Chasidei Gur ,,1364 42nd St,Brooklyn,11219,6301 12th Ave,Brooklyn,,332000226331,800000090005,20010,TALMUD TORAH D'CHASSIDEI GUR
Talmud Torah D'Nitra ,,1005-07 Bedford Ave,Brooklyn,11205,1005-07 Bedford Ave,Brooklyn,,331300229955,800000056652,13625,TALMUD TORAH D'NITRA
Talmud Torah D'Nitra ,,265 Marcus Garvey Blvd,Brooklyn,11221,265 Marcus Garvey Blvd,Brooklyn,,331300226482,800000091394,16008,TALMUD TORAH D'NITRA
Talmud Torah Darkei Avos - Monsey ,,235 N Pascack Rd,Spring Valley,10977,235 N Pascack Rd,Spring Valley,10977,500402226272,800000088987,,
Talmud Torah Drabeinu Yoel ,,5301 14th Ave,Brooklyn,11219,5411 Fort Hamilton Pkwy,Brooklyn,,332000229159,800000044244,20772,TALMUD TORAH D'RABINU
Talmud Torah Imrei Burech ,,P.O. Box 406,Kiamesha Lake,12751,169 Barnes Blvd,Kiamesha Lake,,591401229947,800000056532,,TALMUD TORAH IMREI BURECH
Talmud Torah Khal Adas Yereim ,,33 Union Rd,Monsey,10977,33 Union Rd,Spring Valley,,500402229103,800000039024,,TALMUD TORAH KHAL ADAS YEREIM
Talmud Torah Lelov ,,1472 56th St,Brooklyn,11219,1472 56th Street,Brooklyn,11219,332200226511,800000091882,20020,CONGREGATION LELOV DBA TALMUD TORAH
Talmud Torah Machna Shalva ,,1315 43rd St,Brooklyn,11219,1315  43rd St,Brooklyn,,332000226379,800000059478,20897,CONGREGATION MACHNA SHALVA
Talmud Torah Mevakshai Hashem ,,550 Ocean Pkwy,Brooklyn,11218,550 Ocean Pkwy,Brooklyn,,332200226044,800000061568,20876,TALMUD TORAH MEVAKSHAI HASHEM
Talmud Torah Ohel Yochanan ,,1325 38th St,Brooklyn,11218,1325 38th St,Brooklyn,,332200229972,800000057375,15869,TALMUD TORAH OHEL YOCHANAN
Talmud Torah Ohr Moshe ,,1774 58th St,Brooklyn,11204,1774 58th St,Brooklyn,,332000225465,800000060060,20871,TALMUD TORAH OHR MOSHE
Talmud Torah Siach Yitzchok ,,1045 Beach 9th St,Queens,11691,1045 Beach 9th St,Queens,11691,342700228893,800000042830,27852,TALMUD TORAH SIACH YITZCHOK
Talmud Torah Tashbar ,,128 Franklin Ave,Brooklyn,11205,128 Franklin Ave,Brooklyn,,331400229671,800000045218,14612,TALMUD TORAH TASHBAR
Talmud Torah Tiferes Yechiel ,,4109 16th Ave,Brooklyn,11204,4109 16th Ave,Brooklyn,11204,332100226806,800000093822,,
Talmud Torah Tiferes Yechiel D'Aleksander ,,3909 15th Ave,Brooklyn,11218,3909 15th Ave,Brooklyn,,332000226197,800000085867,20008,TALMUD TORAH TIFERES YECHIEL DALEKSANDER
Talmud Torah Tzemach Tzadik Viznitz ,,87 Wallabout St,Brooklyn,11249,77-87 Wallabout St,Brooklyn,,331400226027,800000068013,14883,Talmud Torah Tzemach Tzarik Viznitz
Talmudical Institute of Upstate NY ,TIUNY,769 Park Ave,Rochester,14607,769 Park Ave,Rochester,,261600227875,800000050547,,TALMUDICAL INST OF UPSTATE NY
Tamim Academy ,,170 W 97th St,New York,10025,170 W 97th St,New York,,310300226596,800000092479,,Tamim Academy of New York City
The Cheder ,,1938 53rd St,Brooklyn,11204,66-05 108th St,Forest Hills,11375,342800226607,800000092682,,
The Cheder School ,,129 Elmwood Ave,Brooklyn,11230,129 Elmwood Ave,Brooklyn,,332000229460,800000044228,21655,THE CHEDER SCHOOL
The Hebrew Academy ,,315 N Main St,New City,10956,315 N Main St,New City,,500101229658,800000039322,,HEBREW ACADEMY-OHR MENACHEM CHABAD
The Leffell School - Lower School ,,30 Dellwood Rd,White Plains,10605,30 Dellwood Rd,White Plains,,662200217210,800000034862,75036,The Leffell School
The Leffell School - Upper School  ,,555 W Hartsdale Ave,Hartsdale,10530,555 W Hartsdale Ave,Hartsdale,,660407229899,800000055928,75685,LEFFELL SCHOOL (THE)
The SAM School ,SAM,7 E 96 St,New York,10128,7 East 96th Street,New York,10128,310200226718,800000093343,2052,SEPHARDIC ACADEMY OF MANHATTAN
The SAM School ,,148 E 74th St,New York,10021,148 E 74th St,New York,10021,310200226795,800000093778,,
The Shefa School ,,40 E 29th St,New York,10016,17 W 60th St,New York,,310300226157,800000083563,2031,THE SHEFA SCHOOL
The Skill Building Center ,,984 Haverstraw Rd,Monsey,10901,984 Haverstraw Rd,Suffern,,500401225490,800000059456,,SKILL BUILDING CENTER (THE)
Tiferes Bais Yaakov ,,667 New Hempstead Rd,Spring Valley,10977,116 College Rd,Monsey,10952,500402226801,800000093797,,
Tiferes Bais Yaakov ,,667 New Hempstead Rd,Spring Valley,10977,334 Spook Rock Rd,Suffern,10901,500401226671,800000093018,,
Tiferes Miriam School For Girls ,,6510 17th Ave,Brooklyn,11204,6510 17th Ave,Brooklyn,,332000229319,800000044235,20784,TIFERES MIRIAM H.S.
Tiferes Mordechai Center For Integrated Learning ,,16 Sumner Pl,Queens,11206,75-24 Grand Central Pkwy,Queens,,331400226143,800000080517,14646,CENTER FOR INTEGRATED LEARNING
Tiferes Torah Institute ,,84-15 Abingdon Rd,Queens,11415,122-31 Metropolitan Ave,Queens,11415,342800225317,800000059248,28874,TIFERES TORAH INSTITUTE
Tiferes Yisroel ,,30 Brockton Rd,Monsey,10977,4 N Main St,Spring Valley,,500402226164,800000083803,,CONGREGATION TIFERES YISROEL
Tiferet Torah ,,2 Fosse Court,Monsey,10952,996 Haverstraw Rd,Suffern,,500401226453,800000090894,,TIFERET TORAH
Tomer Dvora Elementary ,,4500 9th Ave,Brooklyn,11220,4500 9th Ave,Brooklyn,,332000226935,800000044303,15734,TOMER DVORA SCHOOL
Tomer Dvora High School ,,5801 16th Ave,Brooklyn,11204,5801 16th Ave,Brooklyn,,332000227945,800000044300,20770,TOMER DVORAHIGH SCHOOL
Torah Academy for Girls ,TAG,444 Beach 6th St,Queens,11691,444 Beach 6th Street,Queens,11691,342700227924,800000042840,27739,TORAH ACADEMY FOR GIRLS ELE. SCHOOL
Torah Academy for Girls High School ,TAG,636 Lanett Ave,Queens,11691,636 Lanett Avenue,Queens,11691,342700226483,800000042848,27895,TORAH ACADEMY FOR GIRLS HIGH SCHOOL
Torah and Language Academy ,TAL,13401 Rockaway Beach Blvd,Queens,11694,134 01 Rockaway Beach Blvd,Queens,11691,342700226701,800000093179,27081,TORAH AND LANGUAGE ACADEMY
Torah High School of Long Beach ,,205 W Beech St,Long Beach,11561,205 W Beech St,Long Beach,,280300206622,800000049202,,TORAH HIGH SCHOOL LONG BEACH
Torah V Yirah of Boro Park ,,1823 53rd St,Brooklyn,11204,1346 53rd St,Brooklyn,,332000228254,800000044283,20809,UNITED TALMUD BORO-PK
Torah Vodaath High School ,,425 E 9th St,Brooklyn,11218,425 East 9th Street,Brooklyn,11218,332200226937,800000043858,22722,TORAH VODAATH HIGH SCHOOL
United Lubavicher Yeshiva Annex ,,885 Eastern Pkwy,Brooklyn,11213,885 Eastern Pkwy,Brooklyn,,331700226705,800000093185,17081,UNITED LUBAVITCH YESHIVA
United Lubavitcher Yeshiva ,,570 Crown St,Brooklyn,11213,570 Crown St,Brooklyn,,331700229397,800000044771,17720,UNITED LUBAVITCHER YESHIVA
United Talmudical Aca-boys HS ,,214 Maple Ave,Monsey,10952,214 Maple Ave,Monsey,10952,500402226280,800000089403,,
United Talmudical Academy - Boys ,,P.O. Box 188,Monsey,10952,106 S Madison Ave,Spring Valley,10977,500402226545,800000063431,,
United Talmudical Academy ,,82 Lee Ave,Brooklyn,11211,75 Ross St,Brooklyn,,331400226332,800000044617,14761,UNITED TALMUDICAL ACADEMY
United Talmudical Academy ,,P.O. Box 188,Monsey,10952,89 S Main St,Spring Valley,,500402228423,800000039013,,UTA
United Talmudical Academy ,,415 Viola Rd,Spring Valley,10977,415 Viola Rd,Spring Valley,10977,500402226252,800000088546,,
United Talmudical Academy 110 ,,110 Throop Ave,Brooklyn,11206,110 Throop Ave,Brooklyn,,331400226342,800000045078,14705,UNITED TALMUDICAL ACADEMY
United Talmudical Academy 125 ,,125 Heyward St,Brooklyn,11206,125 Heyward St,Brooklyn,,331400226354,800000045079,14965,UNITED TALMUDICAL ACADEMY
United Talmudical Academy 128 ,UTA,128 Rutledge St,Brooklyn,11211,128 Rutledge St,Brooklyn,,331400226464,800000045070,14647,United Talmudical Academy
United Talmudical Academy 212 ,,212 Williamsburg St E,Brooklyn,11211,212 Williamsburg St East,Brooklyn,,331400226355,800000045072,14745,UTA/ BETH RACHEL SCHOOL FOR GIRLS
United Talmudical Academy 25 ,,25 Waverly Ave,Brooklyn,11205,25 Waverly Ave,Brooklyn,,331300226540,800000092314,13072,United Talmudical Academy 25
United Talmudical Academy 590 ,,590 Bedford Ave,Brooklyn,11249,590 Bedford Ave,Brooklyn,,331400226362,800000045071,,UTA - 590
United Talmudical Academy 656 ,,656 Willoughby Ave,Brooklyn,11206,656 Willoughby Ave,Brooklyn,,331600226373,800000085215,,UTA 656
United Talmudical Academy 741 ,,82 Lee Ave,Brooklyn,11211,741 Flushing Ave,Brooklyn,11206,331400226802,800000093806,,
United Talmudical Academy Boro Park III ,,1275 36th St,Brooklyn,11218,1275 36th St,Brooklyn,,331500226334,800000090360,15009,UTA BORO PARK III
UTA of Kiryas Joel - Atzei Chaim ,,55 Forest Rd-3rd Fl,Monroe,10950,13 Rimenov Court,Monroe,10950,441202226258,800000040301,,
UTA of Kiryas Joel - Bais Rachel ,,55 Forest Rd-3rd Fl,Monroe,10950,7 Isreal Zupnick Dr,Monroe,10950,441202226255,800000040299,,
UTA of Kiryas Joel - Goldberger Boys ,,55 Forest Rd-3rd Fl,Monroe,10950,10 Ratzfer Way,Monroe,10950,441202226232,800000088048,,
UTA of Kiryas Joel - Goldstein Boys ,,8 Rimenev Ct,Monroe,10950,8 Rimenev Ct,Monroe,10950,441202226690,800000093036,,
UTA of Kiryas Joel - Kahan ,,7 Kahan Dr,Monroe,10950,7 Kahan Dr,Monroe,10950,441202226544,800000092312,,
UTA of Kiryas Joel - Klein Boys ,,14 Ratzfert Way,Monroe,10950,14 Ratzfert Way,Monroe,10950,441202226691,800000093035,,
UTA of Kiryas Joel - Koznits ,,55 Forest Rd-3rd Fl,Monroe,10950,16 Koznitz Dr,Monroe,10950,441202226265,800000040300,,
UTA of Kiryas Joel - Markowitz Boys ,,55 Forest Rd-3rd Fl,Monroe,10950,16a Getzel Berger Blvd,Monroe,10950,441202226257,800000040304,,
UTA of Kiryas Joel - Markowitz Girls ,,55 Forest Rd-3rd Fl,Monroe,10950,5a Israel Zupnick Dr,Monroe,10950,441202226256,800000040305,,
UTA of Kiryas Joel - Mb ,,55 Forest Rd-3rd Fl,Monroe,10950,16 Getzel Berger Blvd,Monroe,10950,441202226269,800000088844,,
UTA of Kiryas Joel - Paradise ,,55 Forest Rd-3rd Fl,Monroe,10950,5 Israel Zupnick Dr,Monroe,10950,441202226261,800000088623,,
UTA of Kiryas Joel - Talmud Torah ,,55 Forest Rd-3rd Fl,Monroe,10950,18 Getzel Berger Blvd,Monroe,10950,441202226254,800000088624,,
UTA of Kiryas Joel - WP ,,55 Forest Rd-3rd Fl,Monroe,10950,6 Rimenov Court,Monroe,10950,441202226259,800000040303,,
UTA of Kiryas Joel-karlsburg ,,20 Karlsburg Rd,Monroe,10950,20 Karlsburg Rd,Monroe,10950,441202226756,800000093553,,
Viznitzer Chaider Tiferes Yisroel ,,1424 43rd St Apt 1A,Brooklyn,11219,1416 43rd St,Brooklyn,,332000229673,800000044223,20764,VIZNITZER CHAIDER TIFERES YISROEL
Westchester Day School ,WDS,856 Orienta Ave,Mamaroneck,10543,856 Orienta Ave,Mamaroneck,,660701227125,800000035387,,WESTCHESTER DAY SCHOOL
Westchester Hebrew High School ,WHHS,856 Wchester Ave,Mamaroneck,10543,856 Orienta Ave,Mamaroneck,,660701227842,800000035388,,WESTCHESTER HEBREW HIGH SCHOOL
Westchester Torah Academy ,WTA,150 Stratton Rd,New Rochelle,10804,150 Stratton Rd,New Rochelle,,661100226120,800000076295,,WESTCHESTER TORAH ACADEMY
Yad Yisroel School ,,2555 Nostrand Ave,Brooklyn,11210,2555 Nostrand Ave,Brooklyn,,332200226215,800000086567,22004,YAD YISROEL SCHOOL
Yaldeinu School ,,1600 63rd St,Brooklyn,11204,1600 63rd St,Brooklyn,,331500995639,800000060480,20017,
Yeshiva & Mesifta Viznitz ,,1231 51st St,Brooklyn,11219,1231 51st St,Brooklyn,,332000226101,800000074915,,Yeshiva and Mesivta Wiznitz of USA
Yeshiva & Mesifta Vyoel Moshe-seagat ,,5301 14th Ave,Brooklyn,11219,3803 Nautilus Ave,Brooklyn,11224,332100226333,800000090361,,
Yeshiva & Mesivta Arugath Habosem ,,40 Lynch St,Brooklyn,11206,40 Lynch St,Brooklyn,,331400226955,800000045249,14724,YESH. MESIVTA ARUGATH HABOSEM
Yeshiva & Mesivta Tiferes Yisroel ,,1271 E 35th St,Brooklyn,11210,1271 East 35th Street,Brooklyn,11210,332200229143,800000043819,22775,YESHIVA TIFERES YISROEL HIGH SCHOOL
Yeshiva Ahavath Israel-Bnos Visnitz ,,P.O. Box 446,Monsey,10952,20 Ashel Ln,Monsey,,500402227589,800000039025,,YESHIVA AHAVATH ISRAEL-BNOS VISNITZ
Yeshiva Ahavath Israel-haines Rd ,,P.O. Box 446,Monsey,10952,165 Haines Rd,Bedford Hills,10507,660102226368,800000084783,,
Yeshiva Avir Yaakov ,,766 N Main St,New Square,10977,15 Roosevelt Ave,Spring Valley,,500402229520,800000039007,,YESHIVA AVIR YAAKOV
Yeshiva Bais Chaya Esther ,,119 Webster Ave,Brooklyn,11230,119 Webster Avenue,Brooklyn,11230,332200226066,800000043736,20769,YESHIVA BAIS CHAYA ESTHER
Yeshiva Bais Chaya Esther ,,1305 Ave R,Brooklyn,11229,1305 Ave R,Brooklyn,,332200226423,800000067251,22058,BAIS CHAYA ESTHER HIGH SCHOOL
Yeshiva Bais Hachinuch ,,P.O. Box 991,Spring Valley,10977,50 S Main St,Spring Valley,,500402209903,800000055998,,YESHIVA BAIS HACHINUCH
Yeshiva Bais Meir ,,9517 Ave J,Brooklyn,11236,1327 38th St,Brooklyn,,331800229152,800000044579,,Bais Meir
Yeshiva Beis Chaya Mushka ,,755 Eastern Pkwy,Brooklyn,11213,755 Eastern Pkwy,Brooklyn,11213,331700226767,800000093565,,
Yeshiva Beth David ,,P.O. Box 136,Monsey,10952,22 W Maple Ave,Monsey,,500402227455,800000039039,,YESHIVA BETH DAVID
Yeshiva Beth Hamedrash Shaarei Yosher ,,4102 16th Ave,Brooklyn,11204,4102 16th Ave,Brooklyn,,332000227460,800000044296,,Yeshiva and Beth  Hamedrash Shaarei Yosher
Yeshiva Beth Hillel of Krasna ,,4315 16th Ave,Brooklyn,11219,4315 16th Ave,Brooklyn,,332000227219,800000044294,20613,YESHIVA BETH HILLEL OF KRASNA_2
Yeshiva Beth Hillel of Williamsburg ,,35 Williamsburg St W,Brooklyn,11249,35 Hewes St,Brooklyn,,331400229052,800000045233,14613,YESHIVA BETH HILLEL OF WILLIAMSBURG
Yeshiva Beth Joseph Zvi Dushinsky ,,576 Wythe Ave Apt 8B,Brooklyn,11219,4315 16th Ave,Brooklyn,,331500229996,800000057612,,Yeshiva Beth Joseph Zvi Dushinsky
Yeshiva Beth Mikroh ,,221 Viola,Monsey,10952,221 Viola Rd,Monsey,,500402229080,800000039019,,YESHIVA BETH MIKROH
Yeshiva Birchas Hatorah ,,4 Whitefield Rd,Spring Valley,10977,244 Route 306,Monsey,10952,500402226778,800000093697,,
Yeshiva Birchas Mesivta Tiferes Shmuel ,,1418 Ave L,Brooklyn,11230,1214 East 15th Avenue,Brooklyn,11230,332200229911,800000056051,21664,YESHIVA BIRCHAS SHMUEL
Yeshiva Birchas Moshe ,,1676 61st St,Brooklyn,11204,1676 61st St,Brooklyn,,332000226508,800000091853,20021,YESHIVA BIRCHAS MOSHE
Yeshiva Bnei Torah ,,1571 55th St,Brooklyn,11219,1571 55th St,Brooklyn,,332000226199,800000085866,20011,CONGREGATION YESHIVA BNEI TORAH
Yeshiva Bnos Ahavas Israel - Boys ,,12 Franklin Ave,Brooklyn,11249,2 Lee Ave,Brooklyn,,331400226942,800000045262,14800,YESHIVA AHAVAS ISRAEL
Yeshiva Bnos Ahavas Israel - Girls ,,12 Franklin Ave,Brooklyn,11249,12 Franklin Ave,Brooklyn,,331400226363,800000045263,14800,Yeshiva Bnos Ahavas Israel (Girls)
Yeshiva Bnos Spinka ,,127 Wallabout St,Brooklyn,11206,127 Wallabout St,Brooklyn,,331400229318,800000045236,,Yeshiva Bnos Spinka
Yeshiva Chanoch Lenaar  ,,440 Crown St,Brooklyn,11213,876-828 Eastern Pkwy,Brooklyn,,331700226582,800000092377,,Chanoch Lennar
Yeshiva Chsan Sofer ,,1876 50th St,Brooklyn,11204,1876 50th St,Brooklyn,,332000226948,800000055831,20737,YESHIVA CHSAN SOFER
Yeshiva D'Kiryas Pupa High School ,,P.O. Box 501,Millwood,10546,340 Illington Rd,Ossining,,661401226398,800000035052,,YESHIVA KEHILATH YAKOV
Yeshiva D'Nitra ,,841 Madison St,Brooklyn,11221,841 Madison St,Brooklyn,,331600226483,800000091393,,
Yeshiva Darchai Menachem ,,432 Rutland Rd,Brooklyn,11203,432 Rutland Rd,Brooklyn,,331700229949,800000056559,17894,DARCHAI MENACHEM SCH.FOR BOYS
Yeshiva Darchei Torah ,,257 Beach 17th St,Queens,11691,257 Beach 17th St,Queens,11691,342700227891,800000042839,27776,YESHIVA DARCHEI TORAH
Yeshiva Darkei Chaim ,,1621 61st St,Brooklyn,11204,1621 61st St,Brooklyn,,332000226501,800000091726,20024,Congregation Yeshiva Darkei Chaim
Yeshiva Darkei Emunah ,,P.O. Box 1092,Spring Valley,10977,201 Rte 306,Monsey,,500402995550,800000059913,,YESHIVA DARKEI EMUNAH
Yeshiva Darkei Emunah Bnos Binah ,,52 S Main St,Spring Valley,10977,52 S Main St,Spring Valley,10977,500402226510,800000091878,,
Yeshiva Degel Hatorah ,,P.O. Box 213,Spring Valley,10977,111 Maple Ave,Spring Valley,,500402229165,800000039009,,YESHIVA DEGEL HATORAH
Yeshiva Derech Hatorah ,YDH,2810 Nostrand Ave,Brooklyn,11229,2810 Nostrand Ave,Brooklyn,,332200228580,800000043843,22810,YESHIVA DERECH HATORAH
Yeshiva Derech Hatorah of Monsey ,,4 Kim Ln,Monsey,10977,244 Route 306,Monsey,,500402226512,800000091883,,YESHIVA DERECH HATORAH OF MONSEY
Yeshiva Farm Settlement D'Nitra ,,194 Division Ave,Brooklyn,10549,60-A Tora Rd,Mount Kisco,,662402228667,800000035718,,YESHIVA FARM SETTLEMENT 
Yeshiva Gedolah of South Monsey ,,260 Saddle River Rd,Monsey,10952,260 Saddle River,Airmont,,500402229549,800000038992,,YESHIVA GEDOLAH OF SOUTH MONSEY
Yeshiva Gedolah Ohr Yisroel ,,8800 Seaview Ave,Brooklyn,11236,8800 Seaview Ave,Brooklyn,,331800225971,800000055809,,Yeshiva Gedolah Ohr Yisroel
Yeshiva Har Torah ,YHT,250-10 Grand Central Pkwy,Queens,11418,250-10 Grand Central Pkw,Queens,,342600229198,800000043017,26700,YESHIVA HAR TORAH
Yeshiva Har Torah ,,54-27 Little Neck Pkwy,Queens,11362,54-27 Little Neck Pkwy,Queens,,342600226695,800000093112,26044,YESHIVA HAR TORAH - BELLROSE
Yeshiva High School of Monsey ,,91 College Rd,Monsey,10952,91 College Rd,Monsey,10952,500402228999,800000039017,,YESHIVA HIGH SCHOOL OF MONSEY
Yeshiva Imrei Yosef Spinka ,,5801 15th Ave,Brooklyn,11219,5801 15th Ave,Brooklyn,,332000228769,800000044277,15706,YESHIVA IMREI YOSEF SPINKA
Yeshiva Jesode Hatorah ,,195 Wilson St,Brooklyn,11211,195 Wilson St ,Brooklyn,,331400226138,800000063151,14802,YESHIVA YESODAH HATORAH
Yeshiva Karlin Stolin ,,1818 54th St,Brooklyn,11204,1818 54th St,Brooklyn,,332100226952,800000044058,21720,YESHIVA KARLIN STOLIN
Yeshiva Kehilath Yakov - Boys ,,206 Wilson St,Brooklyn,11211,3801 Ft Hamilton Pkwy,Brooklyn,11249,331500229665,800000044222,15089,YESHIVA KEHILATH YAKOV
Yeshiva Kehilath Yakov ,,163 Imlay St,Brooklyn,11211,206-212 Wilson St,Brooklyn,,331400226953,800000045264,14706,YESHIVA KEHILATH YAKOV
Yeshiva Kehilath Yakov Imlay ,,163 Imlay St,Brooklyn,11231,163 Imlay St ,Brooklyn,,331500226351,800000083403,15011,YESHIVA KEHILATH YAKOV IMLAY
Yeshiva Ketana of Bensonhurst ,,2025 67th St,Brooklyn,11204,2025 67th St,Brooklyn,,332000225654,800000043801,20866,YESHIVA KETANA OF BENSONHURST
Yeshiva Ketana of Long Island ,,321 Doughty Blvd,Inwood,11096,321 Doughty Blvd,Inwood,11096,280215229558,800000049515,75890,Yeshiva Ketana of Long Island
Yeshiva Ketana of Manhattan ,YKOM,346 W 89th St,New York,10024,346 W 89th St,New York,,310300229121,800000047362,3755,YESHIVA KETANA OF MANHATTAN
Yeshiva Ketana of Queens ,,78-15 Parsons Blvd,Queens,11366,78-15 Parsons Blvd,Queens,,342500229646,800000043140,25661,YESHIVA KETANA OF QUEENS
Yeshiva Ketana of Staten Island ,,4024 Amboy Rd,Staten Island,10308,2734 Victory Blvd,Staten Island,,353100226643,800000092705,31173,YESHIVA KETANA OF STATEN ISLAND
Yeshiva Ketana Satmar BP ,,1274 49th St-ste 34,Brooklyn,11219,1364 52nd St,Brooklyn,11219,332000206754,800000093545,,
Yeshiva Ketana Satmar KJ ,,P.O. Box 561,Monroe,10949,148 Windsor Hwy,New Windsor,12553,441600226731,800000093348,,
Yeshiva Ketana Toldos Yakov Yosef ,,87 Heyward St,Brooklyn,11206,87 Heyward St,Brooklyn,,331400226791,800000093753,,
Yeshiva Ketana Toras Chaim ,,3 Wren St,Chestnut Ridge,10977,681 Chestnut Ridge Rd-bldg 1 Wing B,Chestnut Ridge,10977,500402226460,800000091336,,
Yeshiva Kinyan Torah ,,65 College Rd,Monsey,10952,65 College Rd,Monsey,10952,500402226168,800000083923,,
Yeshiva Kol Torah ,,23 Donahue Ave,Inwood,11096,23 Donahue Ave,Inwood,11691,280215226579,800000092329,,YESHIVA KOL TORAH-FIVE TOWNS-FAR ROC
Yeshiva Machzikei Hadas  2 ,,1224 50th St,Brooklyn,11219,1224 50th St,Brooklyn,,332000226678,800000093023,20055,YESHIVA MACHZIKEI HADAS 2
Yeshiva Machzikei Hadas  3 ,,54 Ave O,Brooklyn,11204,54 Ave O,Brooklyn,,332000226668,800000093043,20041,YESHIVA MACHZIKEI HADAS 3
Yeshiva Machzikei Hadas ,,1601 42nd St,Brooklyn,11204,1247 38th St,Brooklyn,,331500228439,800000044287,15061,YESHIVA MACHZIKEI HADAS
Yeshiva Me'on Hatorah ,,P.O. Box 428,Monsey,10952,17 N Airmont Rd,Suffern,,500401226093,800000073973,,CONGREGATION YESHIVAS MEON HATORAH
Yeshiva Merkaz Hatorah of Staten Island ,RJJ,400 Caswell Ave,Staten Island,10308,4240 Amboy Rd,Staten Island,10308,353100227999,800000041880,31737,RABBI JACOB JOSEPH SCHOOL
Yeshiva Mishkan Aharon ,,61 Horton Dr,Monsey,10952,681 Chestnut Ridge Rd-bldg 13,Chestnut Ridge,10977,500402226761,800000093558,,
Yeshiva Ner Torah ,,28 Ivy Ln,Spring Valley,10977,58 Parker Blvd,Spring Valley,10977,500402226301,800000089595,,YESHIVA NER TORAH
Yeshiva Nesivos Chaim ,,P.O. Box 180399,Brooklyn,11218,221 Ave F,Brooklyn,,332000229839,800000044213,20874,YESHIVA NESIVAS CHAIM
Yeshiva of Bobov Monsey ,,88 Grove St,Monsey,10952,88 Grove St,Monsey,10952,500402226275,800000089263,,
Yeshiva of Brooklyn - Boys ,,1200 Ocean Pkwy,Brooklyn,11230,1200 Ocean Pkwy,Brooklyn,,332100226404,800000043972,21735,YESHIVA OF BROOKLYN BOYS
